frame,player name,weapon 1,weapon 2
5255,CLT Pride,,
5256,CLT Pride,,
5257,CLT_mercy,WINGMAN,ALTERNATOR
5258,CLT Bronzey,,
5259,CLT Bronzey,RE-45,SENTINEL
5260,CLT Bronzey,RE-45,SENTINEL
5261,CLT Bronzey,RE-45,SENTINEL
5262,CLT Pride,,
5263,CLT Pride,HAVOC,EVA-8 AUTO
5264,CLT Pride,HAVOC,EVA-8 AUTO
5265,CLT Pride,HAVOC,EVA-8 AUTO
5266,CLT Pride,HAVOC,EVA-8 AUTO
5267,CLT_mercy,WINGMAN,ALTERNATOR
5268,CLT_mercy,WINGMAN,ALTERNATOR
5269,CLT_mercy,WINGMAN,ALTERNATOR
5270,CLT_mercy,WINGMAN,ALTERNATOR
5272,CLT_mercy,WINGMAN,R-99
5273,CLT_mercy,WINGMAN,R-99
5274,CLT_mercy,WINGMAN,TRIPLE TAKE
5275,CLT_mercy,WINGMAN,TRIPLE TAKE
5276,CLT_mercy,WINGMAN,TRIPLE TAKE
5277,sF_Resultuh,FLATLINE,R-99
5278,sF_Resultuh,,
5279,sF_Resultuh,FLATLINE,MASTIFF
5280,sF_Resultuh,FLATLINE,MASTIFF
5281,CLT_mercy,WINGMAN,TRIPLE TAKE
5282,CLT Bronzey,WINGMAN,TRIPLE TAKE
5283,CLT Pride,HAVOC,EVA-8 AUTO
5284,CLT Pride,HAVOC,EVA-8 AUTO
5285,CLT Pride,HAVOC,EVA-8 AUTO
5286,CLT Pride,HAVOC,EVA-8 AUTO
5287,CLT Pride,HAVOC,EVA-8 AUTO
5288,CLT Pride,HAVOC,EVA-8 AUTO
5289,CLT Pride,HAVOC,EVA-8 AUTO
5290,CLT Pride,HAVOC,EVA-8 AUTO
5291,CLT Pride,HAVOC,EVA-8 AUTO
5293,CLT Pride,HAVOC,EVA-8 AUTO
5294,CLT Pride,HAVOC,EVA-8 AUTO
5295,CLT Pride,HAVOC,EVA-8 AUTO
5296,CLT Pride,HAVOC,EVA-8 AUTO
5297,CLT Pride,HAVOC,EVA-8 AUTO
5298,CLT Pride,HAVOC,EVA-8 AUTO
5299,CLT Pride,HAVOC,EVA-8 AUTO
5300,CLT Pride,HAVOC,EVA-8 AUTO
5301,CLT_mercy,WINGMAN,TRIPLE TAKE
5302,CLT_mercy,WINGMAN,TRIPLE TAKE
5303,CLT_mercy,WINGMAN,TRIPLE TAKE
5304,CLT_mercy,WINGMAN,TRIPLE TAKE
5305,CLT_mercy,WINGMAN,TRIPLE TAKE
5306,CLT_mercy,WINGMAN,TRIPLE TAKE
5307,CLT_mercy,WINGMAN,TRIPLE TAKE
5308,CLT_mercy,WINGMAN,TRIPLE TAKE
5309,CLT_mercy,WINGMAN,TRIPLE TAKE
5310,CLT_mercy,WINGMAN,TRIPLE TAKE
5311,CLT_mercy,WINGMAN,TRIPLE TAKE
5312,CLT_mercy,WINGMAN,TRIPLE TAKE
5313,CLT Bronzey,ALTERNATOR,EVA-8 AUTO
5314,CLT Bronzey,ALTERNATOR,EVA-8 AUTO
5321,SSG_Claraphi,SPITFIRE,LONGBOW
5322,SSG_Claraphi,SPITFIRE,LONGBOW
5323,SSG_Claraphi,SPITFIRE,LONGBOW
