frame,player name,weapon 1,weapon 2
3116,CLT_mercy,,
3117,CLT_mercy,,
3118,CLT_mercy,,
3119,CLT_mercy,,
3120,CLT_mercy,,
3121,CLT_mercy,,
3122,CLT_mercy,,
3123,CLT_mercy,,
3124,CLT_mercy,,
3125,CLT_mercy,,
3126,CLT_mercy,,
3127,CLT_mercy,,
3128,CLT Pride,RE-45,ALTERNATOR
3129,CLT Pride,RE-45,ALTERNATOR
3130,CLT Pride,EVA-8 AUTO,ALTERNATOR
3131,CLT Pride,EVA-8 AUTO,ALTERNATOR
3132,CLT Pride,EVA-8 AUTO,ALTERNATOR
3133,CLT Pride,EVA-8 AUTO,ALTERNATOR
3134,CLT Pride,EVA-8 AUTO,ALTERNATOR
3135,CLT_mercy,VOLT,HEMLOK
3136,CLT_mercy,VOLT,HEMLOK
3137,CLT_mercy,VOLT,HEMLOK
3138,CLT_mercy,VOLT,HEMLOK
3139,CLT_mercy,VOLT,HEMLOK
3140,CLT_mercy,30-30 REPEATER,
3141,CLT Bronzey,30-30 REPEATER,
3142,CLT Bronzey,30-30 REPEATER,
3143,CLT Pride,EVA-8 AUTO,R-99
3144,CLT Pride,EVA-8 AUTO,R-99
3145,CLT Pride,EVA-8 AUTO,R-99
3146,CLT_mercy,R-301,HEMLOK
3147,CLT_mercy,R-301,HEMLOK
3148,CLT_mercy,R-301,HEMLOK
3149,TSM Albralelie,G7 SCOUT,
3150,TSM Albralelie,L-STAR,G7 SCOUT
3151,TSM Albralelie,L-STAR,G7 SCOUT
3152,TSM Albralelie,L-STAR,G7 SCOUT
3153,TSM Albralelie,L-STAR,G7 SCOUT
3154,TSM Albralelie,L-STAR,G7 SCOUT
3155,TSM Albralelie,L-STAR,G7 SCOUT
3156,TSM Albralelie,L-STAR,G7 SCOUT
3157,TSM Albralelie,L-STAR,G7 SCOUT
3158,TSM Albralelie,L-STAR,G7 SCOUT
3159,TSM Albralelie,L-STAR,G7 SCOUT
3160,Liquid Flanker,ALTERNATOR,RE-45
3161,Liquid Flanker,ALTERNATOR,RE-45
3162,Liquid Flanker,ALTERNATOR,RE-45
3163,Liquid Flanker,ALTERNATOR,RE-45
