frame,player name,weapon 1,weapon 2
1922,CLT Pride,,
1923,CLT Pride,,
1924,CLT Pride,R-99,MOZAMBIQUE
1925,CLT Pride,R-99,MOZAMBIQUE
1926,Kotigami,,
1927,Kotigami,MASTIFF,
1928,MrGreekGodTTV,WINGMAN,R-99
1929,MrGreekGodTTV,WINGMAN,R-99
1930,MrGreekGodTTV,WINGMAN,R-99
1931,MrGreekGodTTV,WINGMAN,R-99
1932,MrGreekGodTTV,WINGMAN,R-99
1933,MrGreekGodTTV,WINGMAN,R-99
1934,MrGreekGodTTV,WINGMAN,R-99
1936,MrGreekGodTTV,WINGMAN,R-99
1937,MrGreekGodTTV,WINGMAN,R-99
1938,MrGreekGodTTV,SPITFIRE,R-99
1939,MrGreekGodTTV,SPITFIRE,R-99
1940,MrGreekGodTTV,SPITFIRE,R-99
1942,HisWattson_RX,ALTERNATOR,G7 SCOUT
1943,HisWattson_RX,ALTERNATOR,G7 SCOUT
1944,HisWattson_RX,ALTERNATOR,G7 SCOUT
1945,HisWattson_RX,ALTERNATOR,G7 SCOUT
1946,HisWattson_RX,ALTERNATOR,G7 SCOUT
1947,HisWattson_RX,ALTERNATOR,G7 SCOUT
1951,TSM Albralelie,R-99,VOLT
1952,TSM Albralelie,R-99,VOLT
1953,TSM Albralelie,R-99,VOLT
1954,TSM Albralelie,R-99,VOLT
1955,TSM Albralelie,R-99,VOLT
1956,TSM Albralelie,R-99,VOLT
1957,TSM Albralelie,R-99,VOLT
1958,TSM Albralelie,R-99,VOLT
1959,TSM Albralelie,R-99,VOLT
1960,TSM Albralelie,R-99,VOLT
1961,TSM Albralelie,R-99,VOLT
1962,TSM Albralelie,R-99,VOLT
1963,TSM Albralelie,R-99,VOLT
1964,TSM Albralelie,VOLT,
1965,TSM Albralelie,R-99,VOLT
1966,TSM Albralelie,VOLT,
1967,TSM Albralelie,R-99,VOLT
1968,TSM Albralelie,R-99,VOLT
1969,TSM Albralelie,R-99,VOLT
1970,TSM Albralelie,R-99,VOLT
1971,COL_Iou,R-301,MASTIFF
1972,COL_Iou,R-301,MASTIFF
1973,COL_Iou,R-301,MASTIFF
1976,COL_Iou,R-301,MASTIFF
1977,CLG ImMadness,MASTIFF,
1978,CLG ImMadness,R-99,MASTIFF
1979,peeshCYA,R-301,EVA-8 AUTO
1980,peeshCYA,R-301,EVA-8 AUTO
1982,96TeQ96,SPITFIRE,EVA-8 AUTO
1983,peeshCYA,R-301,EVA-8 AUTO
1984,peeshCYA,R-301,EVA-8 AUTO
1985,peeshCYA,R-301,EVA-8 AUTO
1986,peeshCYA,R-301,EVA-8 AUTO
1987,peeshCYA,R-301,EVA-8 AUTO
1988,peeshCYA,R-301,EVA-8 AUTO
1989,peeshCYA,R-301,EVA-8 AUTO
1990,peeshCYA,R-301,EVA-8 AUTO
1991,peeshCYA,R-301,EVA-8 AUTO
1992,peeshCYA,R-301,EVA-8 AUTO
1993,peeshCYA,R-301,EVA-8 AUTO
1994,CLG ImMadness,R-99,MASTIFF
1995,CLG ImMadness,R-99,MASTIFF
1996,CLG ImMadness,R-99,MASTIFF
1997,CLG ImMadness,R-99,MASTIFF
1998,CLG ImMadness,R-99,MASTIFF
1999,CLG ImMadness,R-99,MASTIFF
2000,CLG ImMadness,MASTIFF,
2001,CLG ImMadness,R-99,MASTIFF
2002,CLG ImMadness,R-99,MASTIFF
2003,CLG ImMadness,MASTIFF,
2004,CLG ImMadness,R-99,MASTIFF
2005,CLG ImMadness,R-99,MASTIFF
2006,Reps_TSM,MASTIFF,FLATLINE
2007,Reps_TSM,MASTIFF,FLATLINE
2008,Reps_TSM,MASTIFF,FLATLINE
2009,Reps_TSM,MASTIFF,FLATLINE
2010,Reps_TSM,MASTIFF,FLATLINE
2011,Reps_TSM,MASTIFF,FLATLINE
2012,Reps_TSM,MASTIFF,FLATLINE
2013,Reps_TSM,MASTIFF,FLATLINE
2014,Reps_TSM,MASTIFF,FLATLINE
2015,Reps_TSM,MASTIFF,FLATLINE
2016,Reps_TSM,MASTIFF,FLATLINE
2018,Reps_TSM,MASTIFF,FLATLINE
2019,Reps_TSM,MASTIFF,FLATLINE
2020,Reps_TSM,MASTIFF,LONGBOW
2021,Reps_TSM,MASTIFF,LONGBOW
2022,Snip3down_EW,FLATLINE,
2023,Snip3down_EW,VOLT,FLATLINE
2024,Snip3down_EW,VOLT,FLATLINE
2025,Snip3down_EW,VOLT,FLATLINE
2026,Snip3down_EW,VOLT,FLATLINE
2027,Snip3down_EW,VOLT,FLATLINE
2028,Snip3down_EW,VOLT,FLATLINE
2033,Snip3down_EW,VOLT,FLATLINE
2034,Snip3down_EW,VOLT,FLATLINE
2035,Snip3down_EW,VOLT,FLATLINE
2036,TSM_ImperialHa1,SPITFIRE,MASTIFF
2037,TSM_ImperialHa1,SPITFIRE,MASTIFF
2039,SEN_retzi,FLATLINE,EVA-8 AUTO
2040,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2041,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2042,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2043,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2044,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2046,NRG_nafen,HAVOC,EVA-8 AUTO
2047,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2048,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2049,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2050,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2051,NRG_rocker,HAVOC,EVA-8 AUTO
2052,NRG_rocker,HAVOC,EVA-8 AUTO
2053,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2054,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2055,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2056,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2057,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2058,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2059,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2060,NRG_nafen,TRIPLE TAKE,EVA-8 AUTO
2062,CLG ImMadness,,
2063,CLG ImMadness,,
2064,CLG ImMadness,,
2065,CLG ImMadness,,
2066,CLG ImMadness,,
2069,LiquidNocturnal,LONGBOW,MASTIFF
2070,LiquidNocturnal,LONGBOW,MASTIFF
2071,LiquidNocturnal,LONGBOW,MASTIFF
2072,LiquidNocturnal,LONGBOW,MASTIFF
2073,LiquidNocturnal,LONGBOW,MASTIFF
2074,LiquidNocturnal,LONGBOW,MASTIFF
2075,LiquidNocturnal,LONGBOW,MASTIFF
2076,LiquidNocturnal,LONGBOW,MASTIFF
2077,LiquidNocturnal,LONGBOW,MASTIFF
2078,LiquidNocturnal,LONGBOW,MASTIFF
2079,LiquidNocturnal,LONGBOW,MASTIFF
2080,LiquidNocturnal,LONGBOW,MASTIFF
2081,LiquidNocturnal,LONGBOW,MASTIFF
2084,LiquidNocturnal,LONGBOW,MASTIFF
2085,LiquidNocturnal,LONGBOW,MASTIFF
2086,LiquidNocturnal,LONGBOW,MASTIFF
2087,LiquidNocturnal,LONGBOW,MASTIFF
2088,Liquid Flanker,FLATLINE,R-99
2089,Liquid Flanker,FLATLINE,R-99
2090,Liquid Flanker,FLATLINE,R-99
2091,Liquid Flanker,FLATLINE,R-99
2092,Liquid Flanker,FLATLINE,R-99
2093,Liquid Flanker,FLATLINE,R-99
2094,Liquid Flanker,FLATLINE,R-99
2095,Liquid Flanker,FLATLINE,R-99
2096,Liquid Flanker,FLATLINE,R-99
2097,Liquid Flanker,FLATLINE,R-99
2098,Liquid Flanker,FLATLINE,R-301
2099,TSM Albralelie,TRIPLE TAKE,R-99
2100,TSM Albralelie,TRIPLE TAKE,R-99
2101,TSM Albralelie,TRIPLE TAKE,R-99
2105,TSM Albralelie,,
2106,TSM Albralelie,TRIPLE TAKE,R-99
2107,TSM Albralelie,TRIPLE TAKE,R-99
2108,TSM Albralelie,TRIPLE TAKE,R-99
2109,TSM Albralelie,TRIPLE TAKE,R-99
2110,TSM Albralelie,TRIPLE TAKE,R-99
2111,TSM Albralelie,TRIPLE TAKE,R-99
2112,TSM Albralelie,TRIPLE TAKE,R-99
2113,TSM Albralelie,TRIPLE TAKE,R-99
2114,TSM Albralelie,TRIPLE TAKE,R-99
2115,TSM Albralelie,TRIPLE TAKE,R-99
2116,Liquid Flanker,FLATLINE,R-99
2120,LiquidNocturnal,LONGBOW,MASTIFF
2121,LiquidNocturnal,LONGBOW,MASTIFF
2122,LiquidNocturnal,LONGBOW,MASTIFF
2123,LiquidNocturnal,LONGBOW,MASTIFF
2124,LiquidNocturnal,LONGBOW,MASTIFF
2125,LiquidNocturnal,LONGBOW,MASTIFF
2126,LiquidNocturnal,LONGBOW,MASTIFF
2127,LiquidNocturnal,LONGBOW,MASTIFF
2128,LiquidNocturnal,LONGBOW,MASTIFF
2129,SEN_retzi,FLATLINE,EVA-8 AUTO
2130,SEN_retzi,FLATLINE,EVA-8 AUTO
2131,SEN_retzi,FLATLINE,EVA-8 AUTO
2132,SEN_retzi,FLATLINE,EVA-8 AUTO
2133,SEN_retzi,FLATLINE,EVA-8 AUTO
2134,SEN_retzi,FLATLINE,EVA-8 AUTO
2135,SEN_retzi,FLATLINE,EVA-8 AUTO
2136,SEN_retzi,FLATLINE,EVA-8 AUTO
2137,SEN_retzi,FLATLINE,EVA-8 AUTO
2138,SEN_retzi,FLATLINE,EVA-8 AUTO
2139,SEN_retzi,FLATLINE,EVA-8 AUTO
2140,SEN_retzi,FLATLINE,EVA-8 AUTO
2141,SEN_retzi,FLATLINE,EVA-8 AUTO
2142,SEN_retzi,FLATLINE,EVA-8 AUTO
2143,FP_CUBSKi,R-301,MASTIFF
2144,FP_CUBSKi,R-301,MASTIFF
2146,96TeQ96,EVA-8 AUTO,G7 SCOUT
2147,96TeQ96,EVA-8 AUTO,G7 SCOUT
2150,NRG_rocker,R-301,MASTIFF
2151,NRG_rocker,R-301,MASTIFF
2152,NRG_rocker,R-301,MASTIFF
2153,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2154,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2155,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2156,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2157,SEN_crust,R-301,MASTIFF
2158,SEN_crust,R-301,MASTIFF
2159,SEN_crust,R-301,MASTIFF
2160,SEN_crust,R-301,MASTIFF
2165,NRG_rocker,TRIPLE TAKE,EVA-8 AUTO
2166,NRG_rocker,R-301,MASTIFF
2167,NRG_rocker,R-301,MASTIFF
2168,NRG_rocker,R-301,MASTIFF
2169,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2170,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2171,NRG_Sweet_Rank_1,HAVOC,EVA-8 AUTO
2174,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2175,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2176,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2177,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2178,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2179,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2180,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2182,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2183,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2184,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2185,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2186,knoqd,SENTINEL,VOLT
2187,StayNaughty,EVA-8 AUTO,G7 SCOUT
2188,StayNaughty,EVA-8 AUTO,G7 SCOUT
2189,StayNaughty,EVA-8 AUTO,G7 SCOUT
2190,StayNaughty,EVA-8 AUTO,G7 SCOUT
2191,StayNaughty,EVA-8 AUTO,G7 SCOUT
2192,StayNaughty,EVA-8 AUTO,G7 SCOUT
2193,StayNaughty,EVA-8 AUTO,G7 SCOUT
2194,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2195,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2196,knoqd,SENTINEL,VOLT
2200,Rakkinishu,,
2201,Rakkinishu,,
2202,Rakkinishu,,
2203,Rakkinishu,,
2204,Rakkinishu,R-99,TRIPLE TAKE
2205,Rakkinishu,TRIPLE TAKE,
2206,Rakkinishu,TRIPLE TAKE,
2207,Rakkinishu,R-99,TRIPLE TAKE
2208,Rakkinishu,TRIPLE TAKE,
2209,Rakkinishu,TRIPLE TAKE,
2210,Rakkinishu,TRIPLE TAKE,
2211,Rakkinishu,TRIPLE TAKE,
2212,Rakkinishu,TRIPLE TAKE,
2213,Rakkinishu,TRIPLE TAKE,
2218,Rakkinishu,R-99,TRIPLE TAKE
2219,Rakkinishu,R-99,TRIPLE TAKE
2220,Rakkinishu,R-99,TRIPLE TAKE
2229,Zeroplus,R-99,EVA-8 AUTO
2230,Zeroplus,R-99,EVA-8 AUTO
2231,Zeroplus,R-99,EVA-8 AUTO
2232,Zeroplus,EVA-8 AUTO,
2233,TSM_ImperialHa1,SPITFIRE,MASTIFF
2234,TSM_ImperialHa1,SPITFIRE,MASTIFF
2235,TSM_ImperialHa1,SPITFIRE,MASTIFF
2236,TSM_ImperialHa1,SPITFIRE,MASTIFF
2237,TSM_ImperialHa1,SPITFIRE,MASTIFF
2241,TSM_ImperialHa1,SPITFIRE,MASTIFF
2242,TSM_ImperialHa1,SPITFIRE,MASTIFF
2243,TSM_ImperialHa1,SPITFIRE,MASTIFF
2244,TSM_ImperialHa1,SPITFIRE,MASTIFF
2245,TSM_ImperialHa1,SPITFIRE,MASTIFF
2246,TSM_ImperialHa1,SPITFIRE,MASTIFF
2247,TSM_ImperialHa1,SPITFIRE,MASTIFF
2248,StayNaughty,EVA-8 AUTO,G7 SCOUT
2249,StayNaughty,EVA-8 AUTO,G7 SCOUT
2250,StayNaughty,EVA-8 AUTO,G7 SCOUT
2251,StayNaughty,EVA-8 AUTO,G7 SCOUT
2252,StayNaughty,EVA-8 AUTO,G7 SCOUT
2253,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2254,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2255,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2256,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2257,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2258,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2259,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2260,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2261,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2262,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2263,sF_zachmazer,EVA-8 AUTO,SPITFIRE
2264,knoqd,SENTINEL,VOLT
2265,StayNaughty,EVA-8 AUTO,G7 SCOUT
