frame,player name,weapon 1,weapon 2
2031,8believerok,VOLT,SENTINEL
2032,8believerok,VOLT,SENTINEL
2033,8believerok,VOLT,SENTINEL
2034,8believerok,VOLT,SENTINEL
2035,8believerok,VOLT,SENTINEL
2036,8believerok,VOLT,SENTINEL
2037,8believerok,VOLT,SENTINEL
2038,8believerok,VOLT,SENTINEL
2039,8believerok,VOLT,SENTINEL
2040,8believerok,VOLT,SENTINEL
2041,8believerok,VOLT,SENTINEL
2042,8believerok,VOLT,SENTINEL
2043,8believerok,VOLT,SENTINEL
2044,8believerok,VOLT,SENTINEL
2045,8believerok,VOLT,SENTINEL
2046,8believerok,VOLT,SENTINEL
2047,row,HEMLOK,VOLT
2054,Atrosty3,R-301,SPITFIRE
2055,Atrosty3,R-301,SPITFIRE
2056,Atrosty3,R-301,SPITFIRE
2057,Atrosty3,R-301,SPITFIRE
2058,Atrosty3,R-301,SPITFIRE
2059,Atrosty3,R-301,SPITFIRE
2060,Atrosty3,R-301,SPITFIRE
2061,Atrosty3,R-301,SPITFIRE
2062,COOLER_SirDel,SPITFIRE,MASTIFF
2063,COOLER_SirDel,SPITFIRE,MASTIFF
2064,COOLER_SirDel,SPITFIRE,MASTIFF
2065,COOLER_SirDel,SPITFIRE,MASTIFF
2066,COOLER_SirDel,SPITFIRE,MASTIFF
2067,COOLER_SirDel,SPITFIRE,MASTIFF
2068,COOLER_SirDel,SPITFIRE,MASTIFF
2069,COOLER_SirDel,SPITFIRE,MASTIFF
2070,COOLER_Yuki,TRIPLE TAKE,ALTERNATOR
2071,COOLER_Yuki,TRIPLE TAKE,ALTERNATOR
2072,COOLER_Yuki,TRIPLE TAKE,ALTERNATOR
2073,COOLER_Gnaske,R-301,EVA-8 AUTO
2074,COOLER_Gnaske,R-301,EVA-8 AUTO
2075,COOLER_Gnaske,R-301,EVA-8 AUTO
2076,COOLER_Gnaske,R-301,EVA-8 AUTO
2077,COOLER_Gnaske,R-301,EVA-8 AUTO
2078,COOLER_Gnaske,R-301,EVA-8 AUTO
2079,COOLER_Gnaske,R-301,EVA-8 AUTO
2080,COOLER_Gnaske,R-301,EVA-8 AUTO
2081,COOLER_Gnaske,R-301,EVA-8 AUTO
2082,COOLER_Gnaske,R-301,EVA-8 AUTO
2083,COOLER_Gnaske,R-301,EVA-8 AUTO
2084,COOLER_Gnaske,R-301,EVA-8 AUTO
2085,COOLER_Gnaske,R-301,EVA-8 AUTO
2086,COOLER_Gnaske,R-301,EVA-8 AUTO
2137,PatEmra,R-99,
2138,PatEmra,R-99,
2139,PatEmra,R-99,
2140,PatEmra,R-99,
2141,PatEmra,R-99,
2142,HestiaWasTaken,CHARGE RIFLE,EVA-8 AUTO
2143,HestiaWasTaken,CHARGE RIFLE,EVA-8 AUTO
2144,HestiaWasTaken,CHARGE RIFLE,EVA-8 AUTO
2145,HestiaWasTaken,CHARGE RIFLE,EVA-8 AUTO
2146,HestiaWasTaken,CHARGE RIFLE,EVA-8 AUTO
2147,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2148,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2149,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2150,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2151,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2152,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2153,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2154,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2155,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2157,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2158,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2168,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2169,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2170,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2171,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2172,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2173,NEW_PostKiLL,R-301,TRIPLE TAKE
2174,NEW_PostKiLL,R-301,TRIPLE TAKE
2175,NEW_PostKiLL,R-301,TRIPLE TAKE
2176,NEW_PostKiLL,R-301,TRIPLE TAKE
2177,NEW_PostKiLL,R-301,TRIPLE TAKE
2178,NEW_PostKiLL,R-301,TRIPLE TAKE
2179,NEW_PostKiLL,R-301,TRIPLE TAKE
2180,NEW_PostKiLL,R-301,TRIPLE TAKE
2181,NEW_PostKiLL,R-301,TRIPLE TAKE
2182,NEW_PostKiLL,R-301,TRIPLE TAKE
2183,NEW_PostKiLL,R-301,TRIPLE TAKE
2184,NEW_PostKiLL,R-301,TRIPLE TAKE
2185,NEW_PostKiLL,R-301,TRIPLE TAKE
2186,NEW_PostKiLL,R-301,TRIPLE TAKE
2187,NEW_PostKiLL,R-301,TRIPLE TAKE
2189,NEW_PostKiLL,R-301,TRIPLE TAKE
2190,NEW_PostKiLL,R-301,TRIPLE TAKE
2191,NEW_PostKiLL,R-301,TRIPLE TAKE
2192,NEW_PostKiLL,R-301,TRIPLE TAKE
2193,NEW_PostKiLL,R-301,TRIPLE TAKE
2194,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2195,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2196,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2197,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2198,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2199,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2200,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2201,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2205,NEW_PostKiLL,R-301,TRIPLE TAKE
2206,NEW_PostKiLL,R-301,TRIPLE TAKE
2207,NEW_PostKiLL,R-301,TRIPLE TAKE
2208,NEW_PostKiLL,R-301,TRIPLE TAKE
2209,NEW_PostKiLL,R-301,TRIPLE TAKE
2210,NEW_PostKiLL,R-301,TRIPLE TAKE
2211,NEW_PostKiLL,R-301,TRIPLE TAKE
2212,NEW_PostKiLL,R-301,TRIPLE TAKE
2213,NEW_PostKiLL,R-301,TRIPLE TAKE
2214,NEW_PostKiLL,R-301,TRIPLE TAKE
2215,NEW_PostKiLL,R-301,TRIPLE TAKE
2216,NEW_PostKiLL,R-301,TRIPLE TAKE
2217,NEW_PostKiLL,R-301,TRIPLE TAKE
2218,NEW_PostKiLL,R-301,TRIPLE TAKE
2219,NEW_PostKiLL,R-301,TRIPLE TAKE
2220,NEW_PostKiLL,R-301,TRIPLE TAKE
2221,NEW_PostKiLL,R-301,TRIPLE TAKE
2222,NEW_PostKiLL,R-301,TRIPLE TAKE
2223,NEW_PostKiLL,R-301,TRIPLE TAKE
2224,NEW_PostKiLL,R-301,TRIPLE TAKE
2225,NEW_PostKiLL,R-301,TRIPLE TAKE
2226,NEW_PostKiLL,R-301,TRIPLE TAKE
2227,NEW_PostKiLL,R-301,TRIPLE TAKE
2228,NEW_PostKiLL,R-301,TRIPLE TAKE
2232,NEW_PostKiLL,R-301,TRIPLE TAKE
2233,NEW_PostKiLL,R-301,TRIPLE TAKE
2234,NEW_PostKiLL,R-301,TRIPLE TAKE
2235,NEW_PostKiLL,R-301,TRIPLE TAKE
2236,NEW_PostKiLL,R-301,TRIPLE TAKE
2237,NEW_PostKiLL,R-301,TRIPLE TAKE
2238,NEW_PostKiLL,R-301,TRIPLE TAKE
2239,NEW_PostKiLL,R-301,TRIPLE TAKE
2240,NEW_PostKiLL,R-301,TRIPLE TAKE
2241,NEW_PostKiLL,R-301,TRIPLE TAKE
2242,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2243,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2244,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2245,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2246,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2247,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2248,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2249,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2250,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2251,NEW_Rogerboger,FLATLINE,EVA-8 AUTO
2258,MicroFiberz,R-301,EVA-8 AUTO
2259,MicroFiberz,R-301,EVA-8 AUTO
2260,MicroFiberz,R-301,EVA-8 AUTO
2261,MicroFiberz,R-301,EVA-8 AUTO
2262,MicroFiberz,R-301,EVA-8 AUTO
2263,MicroFiberz,R-301,EVA-8 AUTO
2264,Atrosty3,EVA-8 AUTO,SPITFIRE
2265,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2266,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2269,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2270,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2271,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2272,Alliance_Hakis,EVA-8 AUTO,
2273,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2274,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2275,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2276,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2279,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2280,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2281,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2282,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2283,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2284,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2285,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2286,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2287,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2288,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2289,Alliance_iPN-kOu,FLATLINE,EVA-8 AUTO
2290,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2291,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2292,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2293,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2294,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2295,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2296,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2297,Alliance_iPN-kOu,R-301,EVA-8 AUTO
2303,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2304,Alliance_Hakis,FLATLINE,EVA-8 AUTO
2305,Alliance_Hakis,FLATLINE,EVA-8 AUTO
